state,N,P,K,temperature,humidity,ph,rainfall,season,crop
Madhya Pradesh,64.99,23.76,48.62,22.36,64.8,6.87,4.06,September to March,tomato
Punjab,51.18,30.04,48.94,27.26,75.3,6.56,0,June to September,groundnut
Telangana,48.39,43.96,39.97,24.35,62.3,5.72,1.84,June to September,soybean
Rajasthan,52.25,33.31,52.86,30.2,50.8,6.14,0.11,June to September,jowar
West Bengal,82.99,52.44,47.33,27.85,88.1,6.28,0.7,June to September,rice
Telangana,74.8,47.09,38.43,23.54,64.7,6.44,0.85,June to October,maize
West Bengal,58.29,29.55,40.36,29.6,48.8,6.35,4.27,June to September,jowar
Karnataka,65.21,29.25,42.56,26.99,63.7,7.14,1.79,June to September,cotton
Jharkhand,62.3,32.56,75.55,20.75,64.6,6.03,0.79,October to March,onion
Tamil Nadu,95.19,61.99,83.42,28.96,77.7,6.47,1.06,February to October,sugarcane
Haryana,37.68,35.24,33.19,27.08,68,5.88,0.73,June to September,groundnut
Punjab,87.87,55.91,50.33,15.68,66.2,7,0,November to March,wheat
Tamil Nadu,100.4,54.52,113.64,30.77,78.5,6.05,0.17,February to October,sugarcane
Haryana,96.07,41.82,33.19,16.56,57.4,7.37,0,November to March,wheat
Madhya Pradesh,88.45,47.54,50.53,17.61,53.6,6.99,0.3,November to March,wheat
Karnataka,115.8,61.03,105.57,34,79.9,6.44,21.03,February to October,sugarcane
Manipur,32.09,43.17,49.64,29.09,71.1,6.41,1.17,June to September,groundnut
Haryana,62.88,46,46.63,24.96,63.3,6.24,0.8,June to October,maize
Uttar Pradesh,84.9,52.95,44.8,19.96,57.9,6.93,0.45,November to March,wheat
Tripura,40.65,41.14,32.07,25.1,62.8,6.7,0,June to September,soybean
Tamil Nadu,100.46,52.99,88.72,30.98,81.7,6.79,9.33,February to October,sugarcane
Bihar,48.19,42.84,58.27,30.16,55.7,6.03,0.76,June to September,jowar
Uttarakhand,34.98,30.09,38.84,27.43,69.6,5.97,1.46,June to September,groundnut
Karnataka,55.44,33.33,42.17,26.46,66,6.8,3.33,June to September,soybean
Tripura,65.25,48.36,81.01,26.19,85.7,4.75,2.71,April to September,tea
Kerala,63.93,52.43,60.46,25.53,92.8,6.14,0.23,April to September,tea
Kerala,80.93,44.69,46.04,25.5,85.5,6.74,1.63,June to September,rice
Nagaland,74.43,27.91,38.66,25.23,72.6,6.71,0.86,September to March,tomato
Manipur,35.91,37.88,45.27,24.41,69.1,5.95,1.01,June to September,groundnut
Jharkhand,62.48,39.27,37.92,26.27,67.1,6.71,0.37,June to September,soybean
Karnataka,59.27,46.29,68.84,21.23,86.5,5.39,4.37,March to September,coffee
Odisha,64.87,30.73,60.83,30.58,70.6,7,0.27,June to September,cotton
Uttar Pradesh,66.69,13.94,37.93,23.89,60,7.21,4.08,October to February,pulses
Nagaland,78.56,44.21,58.14,24.73,68.9,7.28,0.68,October to March,onion
Uttarakhand,67.56,47.45,38.85,25.82,56.6,5.95,0.73,June to September,soybean
Assam,79.38,54.59,49.96,29.3,91.5,6.84,0,June to September,rice
Uttarakhand,56.08,37.03,80.7,23.42,68.3,6.83,1.18,September to March,tomato
Punjab,88.55,51.39,42.36,15.51,66.5,7.34,1.63,November to March,wheat
Haryana,64.67,39.82,44.48,25.29,62,6.98,0.88,June to September,soybean
Madhya Pradesh,64.57,29.67,48.29,27.94,57.8,6.28,1.76,June to October,maize
Karnataka,103.6,57.03,84.68,27.85,83.6,7.5,0.23,February to October,sugarcane
Kerala,53.92,49,61.42,26.66,91.3,6.5,0,March to September,coffee
Tamil Nadu,65.27,52.01,83.06,22.97,84.3,6.5,0.25,March to September,coffee
Haryana,55.67,40.46,38.05,31.92,41.5,8,4.23,June to September,bajra
West Bengal,51.65,35.97,25.31,23.58,62.2,7.09,2.07,October to February,pulses
Assam,71.71,42.88,53.24,31.4,68.7,7.34,2.34,June to September,cotton
Jharkhand,43.98,33.94,44.7,28.84,70.6,6.25,0.72,June to September,groundnut
Goa,72.75,38.55,37.47,25.93,66.1,6.35,1.68,June to October,maize
Punjab,36.97,40.44,51.07,28.35,66.2,5.7,0,June to September,groundnut
Odisha,78.84,42.48,49.81,24.85,58.1,6.39,4.98,September to March,tomato
Jharkhand,62.92,40.51,47.02,27.77,74.5,6.67,4.25,June to September,cotton
Haryana,86.84,44.99,48.64,22.74,58.1,6.25,10.3,June to October,maize
Uttarakhand,63.92,39.16,42.37,25.84,65,6.19,2.65,June to October,maize
Bihar,85.32,49.67,68.63,19.33,79.6,6.04,0.64,October to March,potato
Andhra Pradesh,69.78,42.53,53.94,28.62,62.6,5.84,0.16,June to October,maize
Kerala,66.33,45.98,89.44,23.96,91.6,5.32,6.5,April to September,tea
Nagaland,60.6,41.15,59.12,25.74,69.9,6.46,1.15,September to March,tomato
Tripura,39.07,40.84,53.32,29.31,76.9,5.87,6.32,June to September,groundnut
Uttar Pradesh,88.08,52.58,44.3,14.13,59.6,6.8,0.72,November to March,wheat
Bihar,84.8,52.51,63.08,20.9,77.9,6.65,2.35,October to March,potato
Punjab,114.89,54.05,56.22,15.91,51.5,6.85,0,November to March,wheat
Assam,62.88,32.66,40.77,27.36,62.5,6.34,1.78,June to September,cotton
Haryana,76.97,62.62,43.93,18.9,68.8,6.12,0,October to March,potato
Haryana,62.52,33.03,70.84,22.08,64.2,6.05,0,September to March,tomato
Maharashtra,85.15,36.69,52.74,23.67,62.5,5.99,0.87,September to March,tomato
Tripura,74.53,42.02,64.58,21.45,81.2,5.7,7.63,April to September,tea
Punjab,91.98,45.39,65.5,16.83,64.9,6.49,0,October to March,potato
Madhya Pradesh,41.84,26.49,50.5,27.92,70.7,5.79,1.71,June to September,groundnut
Maharashtra,87.38,52.05,80.08,30.51,74.9,7.5,5.51,February to October,sugarcane
Maharashtra,52.64,26.53,62.52,22.12,72.9,6.72,0.63,October to March,onion
Punjab,43.94,32.67,25.77,22.91,56.4,6.6,0,October to February,pulses
Karnataka,61.42,39.51,77.76,24.28,78.9,6.18,2.03,March to September,coffee
Jharkhand,61.79,39.16,54.1,22.92,76.3,6.54,0,September to March,tomato
Kerala,51.67,51.45,79.5,23.55,88.2,5.12,0.9,March to September,coffee
Kerala,58.72,27.27,48.86,31.94,52.6,7.99,0.98,June to September,bajra
West Bengal,86.13,54.43,64.45,30,87.7,5.77,16.2,April to September,tea
Nagaland,47.17,26.71,46.3,34.62,50.1,6.2,0,June to September,bajra
Bihar,51.77,32.25,60.79,21.41,69.4,6.91,1.53,September to March,tomato
Madhya Pradesh,32.45,34.63,34.43,28.75,69.8,6.06,7.06,June to September,groundnut
Himachal Pradesh,43.14,32.27,36.01,18.85,63.7,7.09,3.17,October to February,pulses
Gujarat,41.08,32.73,31.06,28.75,79.5,7.04,1.41,June to September,groundnut
Uttarakhand,69.42,43.41,57.61,28.22,67.4,7.25,0.98,June to September,cotton
Maharashtra,63.81,38.58,48.55,27.52,60,6.17,0,September to March,tomato
Tripura,80.82,46.11,59.85,25.5,88.1,4.75,23.96,April to September,tea
Assam,53.4,41.31,38.38,27.56,76.3,5.89,10.62,June to September,soybean
Jharkhand,78.12,38.23,55.13,30.55,58.9,6.81,0.24,June to September,jowar
Odisha,59.57,27.15,48.68,31.59,72.1,6.86,2.27,June to September,soybean
Maharashtra,102.94,51.32,97.66,30.35,82.7,6.47,5.26,February to October,sugarcane
Maharashtra,96.74,45.49,78.88,27.87,76.7,6,0.67,February to October,sugarcane
Assam,80.47,28.84,70.23,27.21,72.8,5.94,3.35,September to March,tomato
Uttar Pradesh,111.96,47.97,86.82,28.21,76,6.86,13.55,February to October,sugarcane
Haryana,112.52,46.37,37.69,18.6,56.9,6.58,1.48,November to March,wheat
Madhya Pradesh,54.21,29.72,35.42,24.94,53.2,6.39,0.61,October to February,pulses
West Bengal,79.92,43.81,66.58,26.54,80.3,4.95,12.55,April to September,tea
Haryana,69.88,31.2,52.33,20.23,62.4,6.74,0,October to March,onion
Tripura,59.81,21.73,63.89,27.99,72.9,6.36,7.22,June to September,soybean
Odisha,85.58,45.6,45.17,27.95,94.5,6.23,6.79,June to September,rice
Uttar Pradesh,34.35,34.7,38.81,20.71,59.3,6.36,0.82,October to February,pulses
Tripura,54.06,39.96,75.89,26.43,80.9,6.5,2.46,April to September,tea
Bihar,69.25,38.81,61.84,22.67,68,6.07,0.41,October to March,onion
Assam,64.52,54.19,60,23.27,91.1,5.7,0.31,April to September,tea
Odisha,80.95,40.5,39.06,28.06,58.5,7.38,0.86,June to October,maize
Andhra Pradesh,46.55,34.9,46.15,27.25,68.9,5.5,0.47,September to March,tomato
Uttar Pradesh,51.91,30.89,40.24,22.75,60,6.72,9.66,October to February,pulses
Tripura,52.92,36.62,58.57,32.03,71.2,7.07,0,June to September,cotton
Tripura,54.17,34.41,67.68,20.19,72.2,6.73,0.03,October to March,onion
Maharashtra,47.85,32.52,51.29,26.18,65.4,6.11,5.38,June to September,soybean
West Bengal,81.93,55.3,75.76,26.25,92.8,6.23,8.76,April to September,tea
Chhattisgarh,66.62,41.06,59.34,18.82,69.5,6.25,0.29,October to March,potato
Maharashtra,86.79,46.81,60.8,18.79,78.5,6.39,0,October to March,potato
Uttar Pradesh,37.51,40.22,40.64,21.31,53.2,6.96,0.47,October to February,pulses
Maharashtra,84.15,51.47,101.44,29.7,80.3,6.74,0.35,February to October,sugarcane
Goa,53.4,42.53,38.96,29.93,75.6,6.75,5.45,June to September,soybean
Andhra Pradesh,42.22,39.04,28.27,27.57,63.3,7.27,2.41,June to September,soybean
Karnataka,39.73,42.17,72.62,21.12,89.3,6.04,0.82,March to September,coffee
Punjab,69.25,30.08,51.58,25.73,40.8,6.49,0.31,June to September,jowar
Uttar Pradesh,62.19,40.17,39.49,30,55.6,6.75,0.23,June to September,cotton
Odisha,71.53,36.64,46.99,27.66,80.5,6.01,0,June to September,rice
Jharkhand,91.52,37.25,52.11,28.14,57.9,7.02,6.48,June to September,jowar
Assam,63.35,40.77,65.51,29.68,71.1,6.66,2.38,June to September,cotton
Tamil Nadu,38.66,28.39,41.53,34.91,45.9,6.83,0.33,June to September,bajra
Andhra Pradesh,90.24,41.53,37.92,29.34,87.5,6.34,0.24,June to September,rice
Assam,49.16,40.2,67.54,22.02,72.8,6.62,0.36,October to March,onion
Bihar,95.33,39.71,68.63,18.34,74.7,6.06,0.79,October to March,potato
Rajasthan,49.32,35.77,45.29,29.13,65.9,6.34,0.03,June to September,soybean
Manipur,56.64,38.22,56.61,32.45,68.3,7.64,3.95,June to September,cotton
Nagaland,72.2,33.23,46.11,28.27,70.6,6.38,0.99,June to September,cotton
West Bengal,56.71,32.83,48.35,23.26,62.2,5.89,0.21,September to March,tomato
Tamil Nadu,107.53,65.48,101.7,28.95,77.8,6,5.28,February to October,sugarcane
Maharashtra,63.86,39.85,42.73,25.73,63.3,6.02,2.29,June to October,maize
Madhya Pradesh,83.61,38.45,42.15,25.77,58.6,6.4,0,June to October,maize
Goa,81.29,36.32,42.3,25.52,65.4,6.4,0,June to October,maize
Kerala,77.48,56.54,101.35,25.2,89.1,5.48,2.19,April to September,tea
Uttar Pradesh,100.51,47.96,51.67,14.43,63.8,6.38,0,November to March,wheat
Uttar Pradesh,87.12,39.64,74.22,18.84,76.6,5.84,1.79,October to March,potato
Kerala,46.63,53.96,71.25,23.65,90.2,5.45,1.59,March to September,coffee
Odisha,68.3,21.85,43.7,32.99,48.9,7.7,2.7,June to September,bajra
Bihar,46.49,32.8,39.23,29.51,69.7,6.04,0,June to September,groundnut
Punjab,57.81,32.31,47.74,22.81,58.5,6.07,0,September to March,tomato
Assam,73.17,43.14,70.41,24.21,84,4.74,30.79,April to September,tea
Assam,76.02,51.07,66.08,24.12,86.8,5.27,23.4,April to September,tea
Haryana,84.76,37.87,44.85,19.85,54.9,6.61,0,November to March,wheat
Punjab,99.55,37.41,46.54,14.55,46.9,6,0.62,November to March,wheat
West Bengal,76.45,50.32,47.79,26.76,84.7,6.78,0.47,June to September,rice
Tamil Nadu,76.07,39.56,83.17,23.63,81.7,5.26,0,March to September,coffee
Chhattisgarh,46.93,28.6,37.15,27.11,61.4,6.19,3.22,June to September,soybean
Odisha,54.08,29.08,35.47,33.3,45.9,6.24,1.2,June to September,bajra
Haryana,93.09,38.41,45.42,16.88,48.2,6.37,0.27,November to March,wheat
Andhra Pradesh,48.33,38.01,40.96,28.8,69.7,6.69,0,June to September,soybean
Madhya Pradesh,86.44,51.25,69.79,18.86,67.3,6.39,0,October to March,potato
Gujarat,82.62,35.03,64.48,22.34,73.4,6.67,0.66,September to March,tomato
West Bengal,91.83,36.62,54.89,28.43,89.1,6.04,8.56,June to September,rice
Rajasthan,87.96,36.63,63.08,20.9,67.1,7.5,0.34,October to March,potato
West Bengal,65.64,37.35,49.49,28.3,69.2,6.18,3.42,June to September,cotton
Haryana,99.24,46.32,44.8,16.61,52.6,6.91,0.84,November to March,wheat
Rajasthan,74.68,25.82,49.97,25.76,59.8,5.53,0,September to March,tomato
Bihar,72.02,34.88,69.71,18.76,73.2,7.24,0.3,October to March,potato
Odisha,55.5,34.43,55.93,22.04,73.6,6.18,0.25,September to March,tomato
Kerala,65.05,33.41,40.45,30.43,66.4,5.86,1.26,June to September,soybean
Madhya Pradesh,66.23,38.84,44.14,22.46,65.8,7.5,0.43,October to March,onion
Rajasthan,60.68,50.45,62.7,22.2,59.8,6.37,0,October to March,onion
Telangana,70.64,36.42,62.86,23.53,67.9,6.42,1.22,September to March,tomato
Tamil Nadu,109,71.57,68.28,28.16,75.6,6.89,12.42,February to October,sugarcane
Assam,56.85,45.21,61.63,24.24,65.9,6.53,0.83,October to March,onion
Karnataka,96.76,47.21,100.3,30.63,80.8,6.44,5.7,February to October,sugarcane
Maharashtra,84.53,46.48,54.47,28.17,79.5,6.54,0,June to September,rice
Kerala,63.59,48.21,60.2,22.47,79.8,6.05,1.4,April to September,tea
Uttar Pradesh,32.41,28.92,46.44,19.39,61.3,6.7,0,October to February,pulses
West Bengal,61,40.23,71.83,24.86,90.9,6.21,5.18,April to September,tea
Andhra Pradesh,78.76,55.69,41.34,28.98,80.7,6.44,3.73,June to September,rice
Gujarat,46.6,33.77,49.57,25.09,62.6,6.7,0.55,September to March,tomato
Tripura,65.68,37.29,47.68,31.43,60.5,6.89,1.93,June to September,jowar
Kerala,59.27,50.94,48,25.09,81.4,6.07,10.97,March to September,coffee
Jharkhand,83.51,36.44,42.75,30.31,76.1,6.55,1.6,June to October,maize
Kerala,60.3,46.24,62.7,21.05,89.9,5.41,0.23,March to September,coffee
Punjab,93.98,51.33,48.46,18.43,46,6,0,November to March,wheat
Haryana,58.66,32.86,51.15,19.41,62.4,6.4,0.86,October to March,onion
Tamil Nadu,82.96,46.77,45.88,27.67,88.8,5.9,2.08,June to September,rice
Maharashtra,60.45,27.54,50.18,28.34,72.3,6.74,1.66,June to September,cotton
Tripura,71.8,28.77,44.46,25.26,69.1,5.65,1.56,September to March,tomato
Tamil Nadu,57.15,50.54,63.09,21.97,84.5,5.94,0.2,March to September,coffee
Tamil Nadu,83.68,39.37,34.72,22.46,66.1,6.91,0,June to October,maize
Tamil Nadu,59.86,44.91,76.28,23.82,82.4,5.3,0,March to September,coffee
Punjab,97.73,48.48,48.16,15.83,51.7,6.72,0,November to March,wheat
Goa,48.39,19.81,35.56,34.88,47.2,6.75,4.43,June to September,bajra
Tripura,54.16,37.68,38.66,26.08,72.6,6.02,4.29,June to September,soybean
Maharashtra,67.84,39.93,39.02,29.97,57.5,5.94,0.02,June to September,jowar
Manipur,55.74,37.47,43.62,23.1,65,6.69,0,June to October,maize
Bihar,64.77,37.01,55.36,30.34,73.5,7,1.03,June to September,cotton
West Bengal,70.31,38.5,67.66,27,82,5.62,6.55,April to September,tea
Jharkhand,75.08,30.43,34.82,33.52,50.8,7.62,3.01,June to September,bajra
Tamil Nadu,59.11,54.46,72.91,24.09,81.1,5.54,0.4,March to September,coffee
Uttar Pradesh,91.33,46.85,37.79,17.7,50.8,7.4,0.17,November to March,wheat
Maharashtra,91.35,36.12,82.91,17.9,78.9,7.16,2.37,October to March,potato
Bihar,55.55,32.27,31.81,34.08,44.6,6.77,0.66,June to September,bajra
Uttarakhand,62.21,37.43,40.88,25.83,62.5,7.13,0,June to September,cotton
Maharashtra,39.1,28.27,51.3,33.5,45.1,6,1.06,June to September,bajra
Goa,40.62,33.1,44.1,28.73,76.2,5.59,0.26,June to September,groundnut
Karnataka,79.31,54.94,91.16,30.01,79.9,7.12,2.68,February to October,sugarcane
Gujarat,63.7,42.43,57.35,26.55,65.1,5.66,2.33,September to March,tomato
Rajasthan,51.14,39.29,62.02,22.87,63.2,6.29,0.71,October to March,onion
Punjab,94.77,44.38,60.83,17.58,74.1,6.31,0.26,October to March,potato
Himachal Pradesh,71.15,27.46,65.04,20.18,68.7,6.74,0,October to March,onion
Punjab,72.86,48.94,74.91,19.53,70.2,6.36,1.37,October to March,potato
Chhattisgarh,54.86,40.41,62.69,23.77,68.2,7.43,0.3,October to March,onion
Maharashtra,82.56,50.63,36.92,29.85,83.4,6.61,0,June to September,rice
Karnataka,65.55,34.78,59.21,21.34,69.2,6,0.34,September to March,tomato
Uttar Pradesh,115.37,55.23,50.95,19.82,61.6,6,0,November to March,wheat
Tamil Nadu,60.62,52.66,63.98,23.79,88.1,5.74,2.64,March to September,coffee
Assam,60.36,51.11,49.24,28.71,64.3,6,15.35,June to September,cotton
Chhattisgarh,81.43,52.62,62.05,31.86,49.3,6.53,4.69,June to September,jowar
Kerala,54.98,29.24,32.96,31.05,70.9,6.09,39.1,June to September,soybean
Madhya Pradesh,32.95,50.09,33.83,26.56,70.8,6.76,1.66,June to September,groundnut
Tripura,59.97,33.98,63.97,22.98,76.1,6.5,0.11,October to March,onion
Kerala,78.24,33.54,53.62,23.37,74,5.97,0.21,September to March,tomato
Tamil Nadu,128.16,47.62,103.2,31.99,75.1,7.03,1.3,February to October,sugarcane
Tripura,62.24,28.45,39.45,34.15,44.4,7.08,2.94,June to September,bajra
Jharkhand,65.15,42.23,48.53,25.77,70.8,6.81,1.91,June to October,maize
Tripura,36.09,34.98,40.06,28.05,73.1,6.49,2.01,June to September,groundnut
Maharashtra,91.37,65.45,109.76,29.39,74.3,7.26,0.32,February to October,sugarcane
West Bengal,47.84,35.88,61.21,23.13,64.6,6,1.13,October to March,onion
Tripura,58.88,51.7,52.1,25.92,86.1,4.69,11.53,April to September,tea
Telangana,78.36,39.07,43.88,24.08,70.5,6.43,4.75,June to October,maize
Uttar Pradesh,97.36,38.27,55.61,15.05,54.3,6.54,0.03,November to March,wheat
Andhra Pradesh,47.26,29.4,59.85,23.94,53.9,6.43,0,October to March,onion
West Bengal,61.14,48.4,68.17,22.56,82.4,4.5,0.2,April to September,tea
West Bengal,70.25,34.85,55.86,21.03,82.4,5.39,1.61,April to September,tea
Karnataka,108.91,58.34,110.25,28.04,76.1,6.78,3.76,February to October,sugarcane
Gujarat,37.2,32.85,53.24,35.4,38.2,6.09,0,June to September,bajra
Kerala,44.55,22.6,33.77,21,64.1,8,0.2,October to February,pulses
Haryana,83.14,44.55,46.55,16.78,49.6,6.81,0.07,November to March,wheat
Goa,97.79,52.85,65.61,17.71,78.5,6.24,3.09,October to March,potato
Uttar Pradesh,81.44,52.49,57.82,17.56,75.6,6.42,0.9,October to March,potato
Madhya Pradesh,46.94,33.27,40.27,17.7,66.3,7.47,0.9,October to February,pulses
Punjab,62.06,39.98,58.05,20.6,50,6.7,0.23,October to March,onion
Odisha,71.25,38.4,43.8,25.69,67.5,6.43,1.09,June to October,maize
Punjab,64.09,43.62,56.94,19.92,56.6,6.95,1.18,October to March,onion
Maharashtra,117.41,53.96,110.52,30.42,86,7.16,9.92,February to October,sugarcane
Kerala,77.39,46.36,83.23,20.96,83.6,5.86,1.85,March to September,coffee
Uttar Pradesh,43.9,24.68,32.43,21.84,51.4,6.3,0,October to February,pulses
Maharashtra,95.95,55.5,89.28,31.45,85.9,6.99,7.53,February to October,sugarcane
Tamil Nadu,45.25,48.83,54.5,22.53,82.8,5.35,1.13,March to September,coffee
Assam,41.35,40.09,44.56,26.32,73.7,5.81,0.21,June to September,groundnut
Madhya Pradesh,53.27,21.23,35.45,34.98,46,7.16,2.11,June to September,bajra
Uttar Pradesh,113.1,60.42,103.43,28.69,78.3,6.75,4.99,February to October,sugarcane
Andhra Pradesh,42.4,27.75,28.18,23.12,66.1,6.75,0.3,October to February,pulses
Bihar,45.47,31.16,38.75,32.34,42.9,7.07,0.78,June to September,bajra
Nagaland,51.54,32.11,33.72,32.08,54.3,7.29,0.23,June to September,bajra
West Bengal,53.74,36.57,34.84,17.41,65.2,6.7,0.22,October to February,pulses
Assam,79.37,44.34,62.25,23.35,91.3,5.17,12.61,April to September,tea
Kerala,81.11,52.58,64.18,25.8,89,5.64,0.07,April to September,tea
Madhya Pradesh,59.93,32.48,36.03,17.72,57.1,6.48,2.45,October to February,pulses
Karnataka,97.59,65.4,90.72,29.97,83.5,6.12,4.11,February to October,sugarcane
Uttar Pradesh,115.52,55.8,89.76,27.26,70,7.31,13.06,February to October,sugarcane
Gujarat,54.54,48.94,49.59,28.26,63,6.69,0.18,June to September,soybean
Goa,54.66,33.38,51.42,31.07,77,6.2,2.72,June to September,cotton
West Bengal,74.94,39.05,41.97,26.8,82.3,5.86,2.55,June to September,rice
Andhra Pradesh,69.85,39.99,65.66,31.89,56.4,6.73,15.75,June to September,jowar
Madhya Pradesh,88.56,57.98,69.38,19.29,76.1,6.74,0.81,October to March,potato
Jharkhand,29.6,27.66,50.15,23.16,58.4,6.65,0.98,October to February,pulses
Gujarat,55.07,33.59,53.08,29.51,71.1,6.69,0,June to September,cotton
Karnataka,77.27,46.01,78.4,17.49,67.6,6.26,0,October to March,potato
Tamil Nadu,65.81,49.13,50.69,28,79.4,5,7,March to September,coffee
Odisha,44.82,31.22,33.97,19.44,52.4,6,0,October to February,pulses
Rajasthan,47.04,31.58,36.18,37.81,36.7,7.38,0.27,June to September,bajra
Bihar,58.09,30.15,55.93,29.05,71.6,6.72,1.6,June to September,cotton
Madhya Pradesh,67.58,51.43,39.63,26.89,68.3,7.08,0.86,June to October,maize
West Bengal,55.14,45.19,60.49,32.16,43.6,6.87,2.33,June to September,jowar
Rajasthan,50.44,38.7,42.01,30.49,66.4,6.64,0,June to September,groundnut
Punjab,35.6,34.97,61.25,27.99,70.5,6.41,0.88,June to September,groundnut
Assam,33.58,30.25,35.53,27.69,82.1,6.59,1.25,June to September,groundnut
Telangana,50.72,38.34,47.32,26.4,69.1,6.35,3.47,June to September,soybean
Tamil Nadu,34.33,34.37,42.67,25.59,74.1,6.71,0.85,June to September,groundnut
Goa,64.7,26.08,48.93,32.74,48.6,6.71,5.09,June to September,bajra
Tripura,51.34,36.12,48.1,21.43,62.1,6.44,2.21,October to February,pulses
West Bengal,65.6,28.35,33.58,30.5,48.1,7.53,0.24,June to September,bajra
Tripura,90.02,52.33,52.36,23.04,79.9,6,0.31,April to September,tea
Jharkhand,60.36,45.05,51.42,24,65.2,6.07,1.41,June to October,maize
Tamil Nadu,60.84,29.95,73.08,21.86,64.1,6.76,0.2,October to March,onion
Odisha,54.02,35.08,47.19,33.95,68.1,6.56,0.08,June to September,cotton
Uttar Pradesh,100.12,57.84,97.53,29.01,66.9,7.18,2.29,February to October,sugarcane
Jharkhand,34.01,43.85,50.46,29.63,80.3,6.52,0.39,June to September,groundnut
Karnataka,76.93,44.73,44.1,21.69,65.4,6.55,0.81,October to March,onion
West Bengal,76.18,46.27,84.07,23.99,84.1,5.03,2.91,April to September,tea
Tamil Nadu,62.24,37.09,51.95,25.45,70.1,6.99,6.88,June to September,soybean
Andhra Pradesh,55.65,25.49,66.53,21.33,67.7,7.5,0.33,October to March,onion
Uttar Pradesh,43.31,26.38,38.43,29.1,68.4,5.25,0.06,June to September,groundnut
